"region","time","sector","polymer","element","value"
"East",2021,"Household packaging","PP","All",0.01
"East",2021,"Household packaging","PS","All",0.01
"East",2021,"Household packaging","PUR","All",0.01
"East",2021,"Household packaging","Other Plastics","All",0.01
"East",2021,"Household packaging","PC","All",0.01
"East",2021,"Household packaging","Other Thermoplastics","All",0.01
"EU27+3",2021,"Household packaging","ABS, SAN","All",0.01
"EU27+3",2021,"Household packaging","PMMA","All",0.01
"West",2021,"Household packaging","PUR","All",0.01
"West",2021,"Household packaging","Other Plastics","All",0.01
"EU27+3",2021,"Household packaging","PA (PA6, PA66)","All",0.01
"East",2021,"Household packaging","PE-LD, -LLD","All",0.01
"West",2021,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PP","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PS","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PS-E","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PET","All",0.01
"Germany",2021,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"Germany",2021,"Household, Leisure, Sports","PP","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PVC","All",0.01
"Germany",2021,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"Germany",2021,"Household, Leisure, Sports","PVC","All",0.01
"Germany",2021,"Household, Leisure, Sports","PET","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"Germany",2021,"Household, Leisure, Sports","PS-E","All",0.01
"Germany",2021,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"West",2021,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"Germany",2021,"Household, Leisure, Sports","PS","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"West",2021,"Household, Leisure, Sports","PS-E","All",0.01
"West",2021,"Household, Leisure, Sports","PVC","All",0.01
"West",2021,"Household, Leisure, Sports","PP","All",0.01
"West",2021,"Household, Leisure, Sports","PS","All",0.01
"West",2021,"Household, Leisure, Sports","PMMA","All",0.01
"West",2021,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"West",2021,"Household, Leisure, Sports","PET","All",0.01
"West",2021,"Household, Leisure, Sports","ABS, SAN","All",0.01
"Germany",2021,"Household, Leisure, Sports","PC","All",0.01
"West",2021,"Household, Leisure, Sports","Other Plastics","All",0.01
"North",2021,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"North",2021,"Household, Leisure, Sports","PP","All",0.01
"North",2021,"Household, Leisure, Sports","PS","All",0.01
"North",2021,"Household, Leisure, Sports","PS-E","All",0.01
"North",2021,"Household, Leisure, Sports","PVC","All",0.01
"North",2021,"Household, Leisure, Sports","PET","All",0.01
"North",2021,"Household, Leisure, Sports","ABS, SAN","All",0.01
"North",2021,"Household, Leisure, Sports","PMMA","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","ABS, SAN","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PMMA","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PC","All",0.01
"South",2021,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","PUR","All",0.01
"EU27+3",2021,"Household, Leisure, Sports","Other Plastics","All",0.01
"South",2021,"Household, Leisure, Sports","PS","All",0.01
"South",2021,"Household, Leisure, Sports","PS-E","All",0.01
"South",2021,"Household, Leisure, Sports","PVC","All",0.01
"South",2021,"Household, Leisure, Sports","PET","All",0.01
"South",2021,"Household, Leisure, Sports","ABS, SAN","All",0.01
"South",2021,"Household, Leisure, Sports","PMMA","All",0.01
"South",2021,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"Germany",2021,"Household, Leisure, Sports","ABS, SAN","All",0.01
"Germany",2021,"Household, Leisure, Sports","PMMA","All",0.01
"Germany",2021,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"South",2021,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2021,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"Germany",2021,"Household, Leisure, Sports","PUR","All",0.01
"Germany",2021,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2021,"Household, Leisure, Sports","PS","All",0.01
"East",2021,"Household, Leisure, Sports","PS-E","All",0.01
"East",2021,"Household, Leisure, Sports","PVC","All",0.01
"East",2021,"Household, Leisure, Sports","PET","All",0.01
"East",2021,"Household, Leisure, Sports","ABS, SAN","All",0.01
"East",2021,"Household, Leisure, Sports","PMMA","All",0.01
"East",2021,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"West",2021,"Household, Leisure, Sports","PC","All",0.01
"West",2021,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"West",2021,"Household, Leisure, Sports","PUR","All",0.01
"North",2021,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"South",2021,"Household, Leisure, Sports","PE-HD, -MD","All",0.01
"South",2021,"Household, Leisure, Sports","PP","All",0.01
"East",2021,"Household, Leisure, Sports","PP","All",0.01
"North",2021,"Household, Leisure, Sports","PUR","All",0.01
"North",2021,"Household, Leisure, Sports","PA (PA6, PA66)","All",0.01
"North",2021,"Household, Leisure, Sports","PC","All",0.01
"North",2021,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"South",2021,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"North",2021,"Household, Leisure, Sports","Other Plastics","All",0.01
"East",2021,"Household, Leisure, Sports","Other Plastics","All",0.01
"South",2021,"Household, Leisure, Sports","PC","All",0.01
"South",2021,"Household, Leisure, Sports","PUR","All",0.01
"East",2021,"Household, Leisure, Sports","PE-LD, -LLD","All",0.01
"East",2021,"Household, Leisure, Sports","PUR","All",0.01
"East",2021,"Household, Leisure, Sports","PC","All",0.01
"East",2021,"Household, Leisure, Sports","Other Thermoplastics","All",0.01
"West",2021,"Others","PS","All",0.01
"West",2021,"Others","ABS, SAN","All",0.01
"West",2021,"Others","PET","All",0.01
"West",2021,"Others","PP","All",0.01
"West",2021,"Others","PS-E","All",0.01
"West",2021,"Others","PVC","All",0.01
"West",2021,"Others","PE-HD, -MD","All",0.01
"EU27+3",2021,"Others","PS-E","All",0.01
"EU27+3",2021,"Others","PE-HD, -MD","All",0.01
"EU27+3",2021,"Others","PP","All",0.01
"EU27+3",2021,"Others","PS","All",0.01
"South",2021,"Others","PE-HD, -MD","All",0.01
"EU27+3",2021,"Others","PVC","All",0.01
"EU27+3",2021,"Others","PET","All",0.01
"West",2021,"Others","PE-LD, -LLD","All",0.01
"Germany",2021,"Others","PP","All",0.01
"EU27+3",2021,"Others","PE-LD, -LLD","All",0.01
"Germany",2021,"Others","PE-LD, -LLD","All",0.01
"Germany",2021,"Others","PE-HD, -MD","All",0.01
"Germany",2021,"Others","PET","All",0.01
"Germany",2021,"Others","PS","All",0.01
"Germany",2021,"Others","PS-E","All",0.01
"Germany",2021,"Others","PVC","All",0.01
"South",2021,"Others","PE-LD, -LLD","All",0.01
"Germany",2021,"Others","PC","All",0.01
"Germany",2021,"Others","Other Thermoplastics","All",0.01
"Germany",2021,"Others","PUR","All",0.01
"Germany",2021,"Others","Other Plastics","All",0.01
"East",2021,"Others","PS-E","All",0.01
"East",2021,"Others","PVC","All",0.01
"East",2021,"Others","PET","All",0.01
"East",2021,"Others","ABS, SAN","All",0.01
"East",2021,"Others","PMMA","All",0.01
"West",2021,"Others","PMMA","All",0.01
"West",2021,"Others","PA (PA6, PA66)","All",0.01
"West",2021,"Others","PC","All",0.01
"West",2021,"Others","Other Thermoplastics","All",0.01
"West",2021,"Others","PUR","All",0.01
"West",2021,"Others","Other Plastics","All",0.01
"North",2021,"Others","PP","All",0.01
"North",2021,"Others","PS","All",0.01
"North",2021,"Others","PS-E","All",0.01
"North",2021,"Others","PVC","All",0.01
"North",2021,"Others","PET","All",0.01
"North",2021,"Others","ABS, SAN","All",0.01
"North",2021,"Others","PMMA","All",0.01
"North",2021,"Others","PA (PA6, PA66)","All",0.01
"EU27+3",2021,"Others","ABS, SAN","All",0.01
"EU27+3",2021,"Others","PMMA","All",0.01
"EU27+3",2021,"Others","PA (PA6, PA66)","All",0.01
"EU27+3",2021,"Others","PC","All",0.01
"EU27+3",2021,"Others","Other Thermoplastics","All",0.01
"South",2021,"Others","PP","All",0.01
"South",2021,"Others","PS","All",0.01
"South",2021,"Others","PS-E","All",0.01
"South",2021,"Others","PVC","All",0.01
"South",2021,"Others","PET","All",0.01
"South",2021,"Others","ABS, SAN","All",0.01
"South",2021,"Others","PMMA","All",0.01
"South",2021,"Others","PA (PA6, PA66)","All",0.01
"South",2021,"Others","PC","All",0.01
"South",2021,"Others","Other Thermoplastics","All",0.01
"South",2021,"Others","PUR","All",0.01
"South",2021,"Others","Other Plastics","All",0.01
"East",2021,"Others","PE-LD, -LLD","All",0.01
"East",2021,"Others","PE-HD, -MD","All",0.01
"East",2021,"Others","PP","All",0.01
"East",2021,"Others","PS","All",0.01
"East",2021,"Others","PUR","All",0.01
"East",2021,"Others","PA (PA6, PA66)","All",0.01
"East",2021,"Others","PC","All",0.01
"East",2021,"Others","Other Thermoplastics","All",0.01
"EU27+3",2021,"Others","Other Plastics","All",0.01
"North",2021,"Others","PE-LD, -LLD","All",0.01
"North",2021,"Others","PE-HD, -MD","All",0.01
"EU27+3",2021,"Others","PUR","All",0.01
"North",2021,"Others","Other Thermoplastics","All",0.01
"North",2021,"Others","PUR","All",0.01
"North",2021,"Others","Other Plastics","All",0.01
"North",2021,"Others","PC","All",0.01
"Germany",2021,"Others","ABS, SAN","All",0.01
"Germany",2021,"Others","PMMA","All",0.01
"East",2021,"Others","Other Plastics","All",0.01
"Germany",2021,"Others","PA (PA6, PA66)","All",0.01
"EU27+3",2022,"Agriculture","PP","All",0.01
"EU27+3",2022,"Agriculture","PS","All",0.01
"West",2022,"Agriculture","PP","All",0.01
"Germany",2022,"Agriculture","PE-HD, -MD","All",0.01
"Germany",2022,"Agriculture","PP","All",0.01
"West",2022,"Agriculture","PE-HD, -MD","All",0.01
"EU27+3",2022,"Agriculture","PE-HD, -MD","All",0.01
"Germany",2022,"Agriculture","PVC","All",0.01
"Germany",2022,"Agriculture","PET","All",0.01
"Germany",2022,"Agriculture","PS","All",0.01
"EU27+3",2022,"Agriculture","PE-LD, -LLD","All",0.01
"Germany",2022,"Agriculture","PE-LD, -LLD","All",0.01
"East",2022,"Agriculture","PS-E","All",0.01
"East",2022,"Agriculture","PVC","All",0.01
"Germany",2022,"Agriculture","PS-E","All",0.01
"West",2022,"Agriculture","PS-E","All",0.01
"West",2022,"Agriculture","PVC","All",0.01
"West",2022,"Agriculture","PET","All",0.01
"West",2022,"Agriculture","PS","All",0.01
"West",2022,"Agriculture","PMMA","All",0.01
"West",2022,"Agriculture","PA (PA6, PA66)","All",0.01
"Germany",2022,"Agriculture","PC","All",0.01
"West",2022,"Agriculture","ABS, SAN","All",0.01
"Germany",2022,"Agriculture","Other Plastics","All",0.01
"West",2022,"Agriculture","PE-LD, -LLD","All",0.01
"North",2022,"Agriculture","PE-HD, -MD","All",0.01
"North",2022,"Agriculture","PP","All",0.01
"North",2022,"Agriculture","PS","All",0.01
"North",2022,"Agriculture","PS-E","All",0.01
"EU27+3",2022,"Agriculture","PS-E","All",0.01
"EU27+3",2022,"Agriculture","PVC","All",0.01
"EU27+3",2022,"Agriculture","PET","All",0.01
"EU27+3",2022,"Agriculture","ABS, SAN","All",0.01
"EU27+3",2022,"Agriculture","PMMA","All",0.01
"EU27+3",2022,"Agriculture","PA (PA6, PA66)","All",0.01
"Germany",2022,"Agriculture","Other Thermoplastics","All",0.01
"Germany",2022,"Agriculture","PUR","All",0.01
"West",2022,"Agriculture","Other Plastics","All",0.01
"EU27+3",2022,"Agriculture","Other Plastics","All",0.01
"South",2022,"Agriculture","PE-HD, -MD","All",0.01
"South",2022,"Agriculture","PP","All",0.01
"South",2022,"Agriculture","PS","All",0.01
"South",2022,"Agriculture","PS-E","All",0.01
"South",2022,"Agriculture","PVC","All",0.01
"South",2022,"Agriculture","PET","All",0.01
"Germany",2022,"Agriculture","ABS, SAN","All",0.01
"Germany",2022,"Agriculture","PMMA","All",0.01
"Germany",2022,"Agriculture","PA (PA6, PA66)","All",0.01
"East",2022,"Agriculture","PE-LD, -LLD","All",0.01
"East",2022,"Agriculture","PE-HD, -MD","All",0.01
"East",2022,"Agriculture","PP","All",0.01
"East",2022,"Agriculture","PS","All",0.01
"South",2022,"Agriculture","PE-LD, -LLD","All",0.01
"North",2022,"Agriculture","Other Plastics","All",0.01
"East",2022,"Agriculture","PET","All",0.01
"East",2022,"Agriculture","ABS, SAN","All",0.01
"East",2022,"Agriculture","PMMA","All",0.01
"East",2022,"Agriculture","PA (PA6, PA66)","All",0.01
"East",2022,"Agriculture","PC","All",0.01
"East",2022,"Agriculture","Other Thermoplastics","All",0.01
"East",2022,"Agriculture","PUR","All",0.01
"West",2022,"Agriculture","PC","All",0.01
"West",2022,"Agriculture","Other Thermoplastics","All",0.01
"West",2022,"Agriculture","PUR","All",0.01
"North",2022,"Agriculture","PE-LD, -LLD","All",0.01
"South",2022,"Agriculture","Other Plastics","All",0.01
"North",2022,"Agriculture","PET","All",0.01
"North",2022,"Agriculture","ABS, SAN","All",0.01
"North",2022,"Agriculture","PMMA","All",0.01
"North",2022,"Agriculture","PVC","All",0.01
"North",2022,"Agriculture","PC","All",0.01
"EU27+3",2022,"Agriculture","PC","All",0.01
"EU27+3",2022,"Agriculture","Other Thermoplastics","All",0.01
"North",2022,"Agriculture","PA (PA6, PA66)","All",0.01
"North",2022,"Agriculture","PUR","All",0.01
"South",2022,"Agriculture","PA (PA6, PA66)","All",0.01
"South",2022,"Agriculture","PC","All",0.01
"EU27+3",2022,"Agriculture","PUR","All",0.01
"South",2022,"Agriculture","PMMA","All",0.01
"North",2022,"Agriculture","Other Thermoplastics","All",0.01
"South",2022,"Agriculture","ABS, SAN","All",0.01
"South",2022,"Agriculture","PUR","All",0.01
"South",2022,"Agriculture","Other Thermoplastics","All",0.01
"East",2022,"Agriculture","Other Plastics","All",0.01
"Germany",2022,"Automotive","PE-HD, -MD","All",0.008264463
"Germany",2022,"Automotive","PE-LD, -LLD","All",0.008264463
"Germany",2022,"Automotive","PP","All",0.008264463
"Germany",2022,"Automotive","PS","All",0.008264463
"East",2022,"Automotive","PC","All",0.008264463
"East",2022,"Automotive","ABS, SAN","All",0.008264463
"East",2022,"Automotive","PMMA","All",0.008264463
"Germany",2022,"Automotive","PUR","All",0.008264463
"Germany",2022,"Automotive","Other Plastics","All",0.008264463
"North",2022,"Automotive","PS-E","All",0.008264463
"East",2022,"Automotive","PA (PA6, PA66)","All",0.008264463
"North",2022,"Automotive","PET","All",0.008264463
"North",2022,"Automotive","ABS, SAN","All",0.008264463
"North",2022,"Automotive","PMMA","All",0.008264463
"North",2022,"Automotive","PVC","All",0.008264463
"Germany",2022,"Automotive","ABS, SAN","All",0.008264463
"South",2022,"Automotive","PE-HD, -MD","All",0.008264463
"South",2022,"Automotive","PP","All",0.008264463
"South",2022,"Automotive","PS","All",0.008264463
"South",2022,"Automotive","PE-LD, -LLD","All",0.008264463
"South",2022,"Automotive","PVC","All",0.008264463
"South",2022,"Automotive","PET","All",0.008264463
"Germany",2022,"Automotive","PS-E","All",0.008264463
"South",2022,"Automotive","PS-E","All",0.008264463
"Germany",2022,"Automotive","PET","All",0.008264463
"East",2022,"Automotive","PE-LD, -LLD","All",0.008264463
"Germany",2022,"Automotive","PMMA","All",0.008264463
"Germany",2022,"Automotive","PVC","All",0.008264463
"Germany",2022,"Automotive","PC","All",0.008264463
"Germany",2022,"Automotive","Other Thermoplastics","All",0.008264463
"East",2022,"Automotive","PVC","All",0.008264463
"East",2022,"Automotive","PET","All",0.008264463
"West",2022,"Automotive","PP","All",0.008264463
"West",2022,"Automotive","PS","All",0.008264463
"West",2022,"Automotive","PS-E","All",0.008264463
"West",2022,"Automotive","PVC","All",0.008264463
"West",2022,"Automotive","PET","All",0.008264463
"West",2022,"Automotive","ABS, SAN","All",0.008264463
"West",2022,"Automotive","PMMA","All",0.008264463
