Region;Building type;Age cohort;Glass product;value
HUN;SFH;2011-2020;Flat glass;11.30150959
HUN;SFH;2011-2020;Container glass;0
HUN;SFH;2011-2020;Other;0
HUN;SFH;2021-2030;Flat glass;11.30150959
HUN;SFH;2021-2030;Container glass;0
HUN;SFH;2021-2030;Other;0
HUN;SFH;2031-2040;Flat glass;11.30150959
HUN;SFH;2031-2040;Container glass;0
HUN;SFH;2031-2040;Other;0
HUN;SFH;2040<;Flat glass;11.30150959
HUN;SFH;2040<;Container glass;0
HUN;SFH;2040<;Other;0
HUN;MFH;>1945;Flat glass;0.909139253
HUN;MFH;>1945;Container glass;0
HUN;MFH;>1945;Other;0
HUN;MFH;1945-1969;Flat glass;1.992695135
HUN;MFH;1945-1969;Container glass;0
HUN;MFH;1945-1969;Other;0
HUN;MFH;1970-1989;Flat glass;3.076251017
HUN;MFH;1970-1989;Container glass;0
HUN;MFH;1970-1989;Other;0
HUN;MFH;1990-2010;Flat glass;4.1598069
HUN;MFH;1990-2010;Container glass;0
HUN;MFH;1990-2010;Other;0
HUN;MFH;2011-2020;Flat glass;16.6392276
HUN;MFH;2011-2020;Container glass;0
HUN;MFH;2011-2020;Other;0
HUN;MFH;2021-2030;Flat glass;16.6392276
HUN;MFH;2021-2030;Container glass;0
HUN;MFH;2021-2030;Other;0
HUN;MFH;2031-2040;Flat glass;16.6392276
HUN;MFH;2031-2040;Container glass;0
HUN;MFH;2031-2040;Other;0
HUN;MFH;2040<;Flat glass;16.6392276
HUN;MFH;2040<;Container glass;0
HUN;MFH;2040<;Other;0
HUN;Ret;>1945;Flat glass;5.866666667
HUN;Ret;>1945;Container glass;0
HUN;Ret;>1945;Other;0
HUN;Ret;1945-1969;Flat glass;5.866666667
HUN;Ret;1945-1969;Container glass;0
HUN;Ret;1945-1969;Other;0
HUN;Ret;1970-1989;Flat glass;5.866666667
HUN;Ret;1970-1989;Container glass;0
HUN;Ret;1970-1989;Other;0
HUN;Ret;1990-2010;Flat glass;5.866666667
HUN;Ret;1990-2010;Container glass;0
HUN;Ret;1990-2010;Other;0
HUN;Ret;2011-2020;Flat glass;23.46666667
HUN;Ret;2011-2020;Container glass;0
HUN;Ret;2011-2020;Other;0
HUN;Ret;2021-2030;Flat glass;23.46666667
HUN;Ret;2021-2030;Container glass;0
HUN;Ret;2021-2030;Other;0
HUN;Ret;2031-2040;Flat glass;23.46666667
HUN;Ret;2031-2040;Container glass;0
HUN;Ret;2031-2040;Other;0
HUN;Ret;2040<;Flat glass;23.46666667
HUN;Ret;2040<;Container glass;0
HUN;Ret;2040<;Other;0
HUN;Off;>1945;Flat glass;6.44
HUN;Off;>1945;Container glass;0
HUN;Off;>1945;Other;0
HUN;Off;1945-1969;Flat glass;6.44
HUN;Off;1945-1969;Container glass;0
HUN;Off;1945-1969;Other;0
HUN;Off;1970-1989;Flat glass;6.44
HUN;Off;1970-1989;Container glass;0
HUN;Off;1970-1989;Other;0
HUN;Off;1990-2010;Flat glass;6.44
HUN;Off;1990-2010;Container glass;0
HUN;Off;1990-2010;Other;0
HUN;Off;2011-2020;Flat glass;25.76
HUN;Off;2011-2020;Container glass;0
HUN;Off;2011-2020;Other;0
HUN;Off;2021-2030;Flat glass;25.76
HUN;Off;2021-2030;Container glass;0
HUN;Off;2021-2030;Other;0
HUN;Off;2031-2040;Flat glass;25.76
HUN;Off;2031-2040;Container glass;0
HUN;Off;2031-2040;Other;0
HUN;Off;2040<;Flat glass;25.76
HUN;Off;2040<;Container glass;0
HUN;Off;2040<;Other;0
HUN;Hot;>1945;Flat glass;3.9
HUN;Hot;>1945;Container glass;0
HUN;Hot;>1945;Other;0
HUN;Hot;1945-1969;Flat glass;3.9
HUN;Hot;1945-1969;Container glass;0
HUN;Hot;1945-1969;Other;0
HUN;Hot;1970-1989;Flat glass;3.9
HUN;Hot;1970-1989;Container glass;0
HUN;Hot;1970-1989;Other;0
HUN;Hot;1990-2010;Flat glass;3.9
HUN;Hot;1990-2010;Container glass;0
HUN;Hot;1990-2010;Other;0
HUN;Hot;2011-2020;Flat glass;15.6
HUN;Hot;2011-2020;Container glass;0
HUN;Hot;2011-2020;Other;0
HUN;Hot;2021-2030;Flat glass;15.6
HUN;Hot;2021-2030;Container glass;0
HUN;Hot;2021-2030;Other;0
HUN;Hot;2031-2040;Flat glass;15.6
HUN;Hot;2031-2040;Container glass;0
HUN;Hot;2031-2040;Other;0
HUN;Hot;2040<;Flat glass;15.6
HUN;Hot;2040<;Container glass;0
HUN;Hot;2040<;Other;0
HUN;Edu;>1945;Flat glass;6.25
HUN;Edu;>1945;Container glass;0
HUN;Edu;>1945;Other;0
HUN;Edu;1945-1969;Flat glass;6.25
HUN;Edu;1945-1969;Container glass;0
HUN;Edu;1945-1969;Other;0
HUN;Edu;1970-1989;Flat glass;6.25
HUN;Edu;1970-1989;Container glass;0
HUN;Edu;1970-1989;Other;0
HUN;Edu;1990-2010;Flat glass;6.25
HUN;Edu;1990-2010;Container glass;0
HUN;Edu;1990-2010;Other;0
HUN;Edu;2011-2020;Flat glass;25
HUN;Edu;2011-2020;Container glass;0
HUN;Edu;2011-2020;Other;0
HUN;Edu;2021-2030;Flat glass;25
HUN;Edu;2021-2030;Container glass;0
HUN;Edu;2021-2030;Other;0
HUN;Edu;2031-2040;Flat glass;25
HUN;Edu;2031-2040;Container glass;0
HUN;Edu;2031-2040;Other;0
HUN;Edu;2040<;Flat glass;25
HUN;Edu;2040<;Container glass;0
HUN;Edu;2040<;Other;0
HUN;Hea;>1945;Flat glass;4.9
HUN;Hea;>1945;Container glass;0
HUN;Hea;>1945;Other;0
HUN;Hea;1945-1969;Flat glass;4.9
HUN;Hea;1945-1969;Container glass;0
HUN;Hea;1945-1969;Other;0
HUN;Hea;1970-1989;Flat glass;4.9
HUN;Hea;1970-1989;Container glass;0
HUN;Hea;1970-1989;Other;0
HUN;Hea;1990-2010;Flat glass;4.9
HUN;Hea;1990-2010;Container glass;0
HUN;Hea;1990-2010;Other;0
HUN;Hea;2011-2020;Flat glass;19.6
HUN;Hea;2011-2020;Container glass;0
HUN;Hea;2011-2020;Other;0
HUN;Hea;2021-2030;Flat glass;19.6
HUN;Hea;2021-2030;Container glass;0
HUN;Hea;2021-2030;Other;0
HUN;Hea;2031-2040;Flat glass;19.6
HUN;Hea;2031-2040;Container glass;0
HUN;Hea;2031-2040;Other;0
HUN;Hea;2040<;Flat glass;19.6
HUN;Hea;2040<;Container glass;0
HUN;Hea;2040<;Other;0
HUN;Oth;>1945;Flat glass;14.5
HUN;Oth;>1945;Container glass;0
HUN;Oth;>1945;Other;0
HUN;Oth;1945-1969;Flat glass;14.5
HUN;Oth;1945-1969;Container glass;0
HUN;Oth;1945-1969;Other;0
HUN;Oth;1970-1989;Flat glass;14.5
HUN;Oth;1970-1989;Container glass;0
HUN;Oth;1970-1989;Other;0
HUN;Oth;1990-2010;Flat glass;14.5
HUN;Oth;1990-2010;Container glass;0
HUN;Oth;1990-2010;Other;0
HUN;Oth;2011-2020;Flat glass;58
HUN;Oth;2011-2020;Container glass;0
HUN;Oth;2011-2020;Other;0
HUN;Oth;2021-2030;Flat glass;58
HUN;Oth;2021-2030;Container glass;0
HUN;Oth;2021-2030;Other;0
HUN;Oth;2031-2040;Flat glass;58
HUN;Oth;2031-2040;Container glass;0
HUN;Oth;2031-2040;Other;0
HUN;Oth;2040<;Flat glass;58
HUN;Oth;2040<;Container glass;0
HUN;Oth;2040<;Other;0
IRL;SFH;>1945;Flat glass;2.825377397
IRL;SFH;>1945;Container glass;0
IRL;SFH;>1945;Other;0
IRL;SFH;1945-1969;Flat glass;2.825377397
IRL;SFH;1945-1969;Container glass;0
IRL;SFH;1945-1969;Other;0
IRL;SFH;1970-1989;Flat glass;2.825377397
IRL;SFH;1970-1989;Container glass;0
IRL;SFH;1970-1989;Other;0
IRL;SFH;1990-2010;Flat glass;2.825377397
IRL;SFH;1990-2010;Container glass;0
IRL;SFH;1990-2010;Other;0
IRL;SFH;2011-2020;Flat glass;11.30150959
IRL;SFH;2011-2020;Container glass;0
IRL;SFH;2011-2020;Other;0
IRL;SFH;2021-2030;Flat glass;11.30150959
IRL;SFH;2021-2030;Container glass;0
IRL;SFH;2021-2030;Other;0
IRL;SFH;2031-2040;Flat glass;11.30150959
IRL;SFH;2031-2040;Container glass;0
IRL;SFH;2031-2040;Other;0
IRL;SFH;2040<;Flat glass;11.30150959
IRL;SFH;2040<;Container glass;0
IRL;SFH;2040<;Other;0
IRL;MFH;>1945;Flat glass;0.909139253
IRL;MFH;>1945;Container glass;0
IRL;MFH;>1945;Other;0
IRL;MFH;1945-1969;Flat glass;1.992695135
IRL;MFH;1945-1969;Container glass;0
IRL;MFH;1945-1969;Other;0
IRL;MFH;1970-1989;Flat glass;3.076251017
IRL;MFH;1970-1989;Container glass;0
IRL;MFH;1970-1989;Other;0
IRL;MFH;1990-2010;Flat glass;4.1598069
IRL;MFH;1990-2010;Container glass;0
IRL;MFH;1990-2010;Other;0
IRL;MFH;2011-2020;Flat glass;16.6392276
IRL;MFH;2011-2020;Container glass;0
IRL;MFH;2011-2020;Other;0
IRL;MFH;2021-2030;Flat glass;16.6392276
IRL;MFH;2021-2030;Container glass;0
IRL;MFH;2021-2030;Other;0
IRL;MFH;2031-2040;Flat glass;16.6392276
IRL;MFH;2031-2040;Container glass;0
IRL;MFH;2031-2040;Other;0
IRL;MFH;2040<;Flat glass;16.6392276
IRL;MFH;2040<;Container glass;0
IRL;MFH;2040<;Other;0
IRL;Ret;>1945;Flat glass;5.866666667
IRL;Ret;>1945;Container glass;0
IRL;Ret;>1945;Other;0
IRL;Ret;1945-1969;Flat glass;5.866666667
IRL;Ret;1945-1969;Container glass;0
IRL;Ret;1945-1969;Other;0
IRL;Ret;1970-1989;Flat glass;5.866666667
IRL;Ret;1970-1989;Container glass;0
IRL;Ret;1970-1989;Other;0
IRL;Ret;1990-2010;Flat glass;5.866666667
IRL;Ret;1990-2010;Container glass;0
IRL;Ret;1990-2010;Other;0
IRL;Ret;2011-2020;Flat glass;23.46666667
IRL;Ret;2011-2020;Container glass;0
IRL;Ret;2011-2020;Other;0
IRL;Ret;2021-2030;Flat glass;23.46666667
IRL;Ret;2021-2030;Container glass;0
IRL;Ret;2021-2030;Other;0
IRL;Ret;2031-2040;Flat glass;23.46666667
IRL;Ret;2031-2040;Container glass;0
IRL;Ret;2031-2040;Other;0
IRL;Ret;2040<;Flat glass;23.46666667
IRL;Ret;2040<;Container glass;0
IRL;Ret;2040<;Other;0
IRL;Off;>1945;Flat glass;6.44
IRL;Off;>1945;Container glass;0
IRL;Off;>1945;Other;0
IRL;Off;1945-1969;Flat glass;6.44
IRL;Off;1945-1969;Container glass;0
IRL;Off;1945-1969;Other;0
IRL;Off;1970-1989;Flat glass;6.44
IRL;Off;1970-1989;Container glass;0
IRL;Off;1970-1989;Other;0
IRL;Off;1990-2010;Flat glass;6.44
IRL;Off;1990-2010;Container glass;0
IRL;Off;1990-2010;Other;0
IRL;Off;2011-2020;Flat glass;25.76
IRL;Off;2011-2020;Container glass;0
IRL;Off;2011-2020;Other;0
IRL;Off;2021-2030;Flat glass;25.76
IRL;Off;2021-2030;Container glass;0
IRL;Off;2021-2030;Other;0
IRL;Off;2031-2040;Flat glass;25.76
IRL;Off;2031-2040;Container glass;0
IRL;Off;2031-2040;Other;0
IRL;Off;2040<;Flat glass;25.76
IRL;Off;2040<;Container glass;0
IRL;Off;2040<;Other;0
IRL;Hot;>1945;Flat glass;3.9
IRL;Hot;>1945;Container glass;0
IRL;Hot;>1945;Other;0
IRL;Hot;1945-1969;Flat glass;3.9
IRL;Hot;1945-1969;Container glass;0
IRL;Hot;1945-1969;Other;0
IRL;Hot;1970-1989;Flat glass;3.9
IRL;Hot;1970-1989;Container glass;0
IRL;Hot;1970-1989;Other;0
IRL;Hot;1990-2010;Flat glass;3.9
IRL;Hot;1990-2010;Container glass;0
IRL;Hot;1990-2010;Other;0
IRL;Hot;2011-2020;Flat glass;15.6
IRL;Hot;2011-2020;Container glass;0
IRL;Hot;2011-2020;Other;0
IRL;Hot;2021-2030;Flat glass;15.6
IRL;Hot;2021-2030;Container glass;0
IRL;Hot;2021-2030;Other;0
IRL;Hot;2031-2040;Flat glass;15.6
IRL;Hot;2031-2040;Container glass;0
IRL;Hot;2031-2040;Other;0
IRL;Hot;2040<;Flat glass;15.6
IRL;Hot;2040<;Container glass;0
IRL;Hot;2040<;Other;0
IRL;Edu;>1945;Flat glass;6.25
IRL;Edu;>1945;Container glass;0
IRL;Edu;>1945;Other;0
IRL;Edu;1945-1969;Flat glass;6.25
IRL;Edu;1945-1969;Container glass;0
IRL;Edu;1945-1969;Other;0
IRL;Edu;1970-1989;Flat glass;6.25
IRL;Edu;1970-1989;Container glass;0
IRL;Edu;1970-1989;Other;0
IRL;Edu;1990-2010;Flat glass;6.25
IRL;Edu;1990-2010;Container glass;0
IRL;Edu;1990-2010;Other;0
IRL;Edu;2011-2020;Flat glass;25
IRL;Edu;2011-2020;Container glass;0
IRL;Edu;2011-2020;Other;0
IRL;Edu;2021-2030;Flat glass;25
IRL;Edu;2021-2030;Container glass;0
IRL;Edu;2021-2030;Other;0
IRL;Edu;2031-2040;Flat glass;25
IRL;Edu;2031-2040;Container glass;0
IRL;Edu;2031-2040;Other;0
IRL;Edu;2040<;Flat glass;25
IRL;Edu;2040<;Container glass;0
IRL;Edu;2040<;Other;0
IRL;Hea;>1945;Flat glass;4.9
IRL;Hea;>1945;Container glass;0
IRL;Hea;>1945;Other;0
IRL;Hea;1945-1969;Flat glass;4.9
IRL;Hea;1945-1969;Container glass;0
IRL;Hea;1945-1969;Other;0
IRL;Hea;1970-1989;Flat glass;4.9
IRL;Hea;1970-1989;Container glass;0
IRL;Hea;1970-1989;Other;0
IRL;Hea;1990-2010;Flat glass;4.9
IRL;Hea;1990-2010;Container glass;0
IRL;Hea;1990-2010;Other;0
IRL;Hea;2011-2020;Flat glass;19.6
IRL;Hea;2011-2020;Container glass;0
IRL;Hea;2011-2020;Other;0
IRL;Hea;2021-2030;Flat glass;19.6
IRL;Hea;2021-2030;Container glass;0
IRL;Hea;2021-2030;Other;0
IRL;Hea;2031-2040;Flat glass;19.6
IRL;Hea;2031-2040;Container glass;0
IRL;Hea;2031-2040;Other;0
IRL;Hea;2040<;Flat glass;19.6
IRL;Hea;2040<;Container glass;0
IRL;Hea;2040<;Other;0
IRL;Oth;>1945;Flat glass;14.5
IRL;Oth;>1945;Container glass;0
IRL;Oth;>1945;Other;0
IRL;Oth;1945-1969;Flat glass;14.5
IRL;Oth;1945-1969;Container glass;0
IRL;Oth;1945-1969;Other;0
IRL;Oth;1970-1989;Flat glass;14.5
IRL;Oth;1970-1989;Container glass;0
IRL;Oth;1970-1989;Other;0
IRL;Oth;1990-2010;Flat glass;14.5
IRL;Oth;1990-2010;Container glass;0
IRL;Oth;1990-2010;Other;0
IRL;Oth;2011-2020;Flat glass;58
IRL;Oth;2011-2020;Container glass;0
IRL;Oth;2011-2020;Other;0
IRL;Oth;2021-2030;Flat glass;58
IRL;Oth;2021-2030;Container glass;0
IRL;Oth;2021-2030;Other;0
IRL;Oth;2031-2040;Flat glass;58
IRL;Oth;2031-2040;Container glass;0
IRL;Oth;2031-2040;Other;0
IRL;Oth;2040<;Flat glass;58
IRL;Oth;2040<;Container glass;0
IRL;Oth;2040<;Other;0
ITA;SFH;>1945;Flat glass;3
ITA;SFH;>1945;Container glass;0
ITA;SFH;>1945;Other;0
ITA;SFH;1945-1969;Flat glass;3
ITA;SFH;1945-1969;Container glass;0
ITA;SFH;1945-1969;Other;0
ITA;SFH;1970-1989;Flat glass;3
ITA;SFH;1970-1989;Container glass;0
ITA;SFH;1970-1989;Other;0
ITA;SFH;1990-2010;Flat glass;3
ITA;SFH;1990-2010;Container glass;0
ITA;SFH;1990-2010;Other;0
ITA;SFH;2011-2020;Flat glass;12
ITA;SFH;2011-2020;Container glass;0
ITA;SFH;2011-2020;Other;0
ITA;SFH;2021-2030;Flat glass;12
ITA;SFH;2021-2030;Container glass;0
ITA;SFH;2021-2030;Other;0
ITA;SFH;2031-2040;Flat glass;12
ITA;SFH;2031-2040;Container glass;0
ITA;SFH;2031-2040;Other;0
ITA;SFH;2040<;Flat glass;12
ITA;SFH;2040<;Container glass;0
ITA;SFH;2040<;Other;0
ITA;MFH;>1945;Flat glass;6.5
ITA;MFH;>1945;Container glass;0
ITA;MFH;>1945;Other;0
ITA;MFH;1945-1969;Flat glass;6.5
ITA;MFH;1945-1969;Container glass;0
ITA;MFH;1945-1969;Other;0
ITA;MFH;1970-1989;Flat glass;6
ITA;MFH;1970-1989;Container glass;0
ITA;MFH;1970-1989;Other;0
ITA;MFH;1990-2010;Flat glass;7
ITA;MFH;1990-2010;Container glass;0
ITA;MFH;1990-2010;Other;0
ITA;MFH;2011-2020;Flat glass;28
ITA;MFH;2011-2020;Container glass;0
ITA;MFH;2011-2020;Other;0
ITA;MFH;2021-2030;Flat glass;28
ITA;MFH;2021-2030;Container glass;0
ITA;MFH;2021-2030;Other;0
ITA;MFH;2031-2040;Flat glass;28
ITA;MFH;2031-2040;Container glass;0
ITA;MFH;2031-2040;Other;0
ITA;MFH;2040<;Flat glass;28
ITA;MFH;2040<;Container glass;0
ITA;MFH;2040<;Other;0
ITA;Ret;>1945;Flat glass;5.866666667
ITA;Ret;>1945;Container glass;0
ITA;Ret;>1945;Other;0
ITA;Ret;1945-1969;Flat glass;5.866666667
ITA;Ret;1945-1969;Container glass;0
ITA;Ret;1945-1969;Other;0
ITA;Ret;1970-1989;Flat glass;5.866666667
ITA;Ret;1970-1989;Container glass;0
ITA;Ret;1970-1989;Other;0
ITA;Ret;1990-2010;Flat glass;5.866666667
ITA;Ret;1990-2010;Container glass;0
ITA;Ret;1990-2010;Other;0
ITA;Ret;2011-2020;Flat glass;23.46666667
ITA;Ret;2011-2020;Container glass;0
ITA;Ret;2011-2020;Other;0
ITA;Ret;2021-2030;Flat glass;23.46666667
ITA;Ret;2021-2030;Container glass;0
ITA;Ret;2021-2030;Other;0
ITA;Ret;2031-2040;Flat glass;23.46666667
ITA;Ret;2031-2040;Container glass;0
ITA;Ret;2031-2040;Other;0
ITA;Ret;2040<;Flat glass;23.46666667
ITA;Ret;2040<;Container glass;0
ITA;Ret;2040<;Other;0
ITA;Off;>1945;Flat glass;6.44
ITA;Off;>1945;Container glass;0
ITA;Off;>1945;Other;0
ITA;Off;1945-1969;Flat glass;6.44
ITA;Off;1945-1969;Container glass;0
ITA;Off;1945-1969;Other;0
ITA;Off;1970-1989;Flat glass;6.44
ITA;Off;1970-1989;Container glass;0
ITA;Off;1970-1989;Other;0
ITA;Off;1990-2010;Flat glass;6.44
ITA;Off;1990-2010;Container glass;0
ITA;Off;1990-2010;Other;0
ITA;Off;2011-2020;Flat glass;25.76
ITA;Off;2011-2020;Container glass;0
ITA;Off;2011-2020;Other;0
ITA;Off;2021-2030;Flat glass;25.76
ITA;Off;2021-2030;Container glass;0
ITA;Off;2021-2030;Other;0
ITA;Off;2031-2040;Flat glass;25.76
ITA;Off;2031-2040;Container glass;0
ITA;Off;2031-2040;Other;0
ITA;Off;2040<;Flat glass;25.76
ITA;Off;2040<;Container glass;0
ITA;Off;2040<;Other;0
ITA;Hot;>1945;Flat glass;3.9
ITA;Hot;>1945;Container glass;0
ITA;Hot;>1945;Other;0
ITA;Hot;1945-1969;Flat glass;3.9
ITA;Hot;1945-1969;Container glass;0
ITA;Hot;1945-1969;Other;0
ITA;Hot;1970-1989;Flat glass;3.9
ITA;Hot;1970-1989;Container glass;0
ITA;Hot;1970-1989;Other;0
ITA;Hot;1990-2010;Flat glass;3.9
ITA;Hot;1990-2010;Container glass;0
ITA;Hot;1990-2010;Other;0
ITA;Hot;2011-2020;Flat glass;15.6
ITA;Hot;2011-2020;Container glass;0
ITA;Hot;2011-2020;Other;0
ITA;Hot;2021-2030;Flat glass;15.6
ITA;Hot;2021-2030;Container glass;0
ITA;Hot;2021-2030;Other;0
ITA;Hot;2031-2040;Flat glass;15.6
ITA;Hot;2031-2040;Container glass;0
ITA;Hot;2031-2040;Other;0
ITA;Hot;2040<;Flat glass;15.6
ITA;Hot;2040<;Container glass;0
ITA;Hot;2040<;Other;0
ITA;Edu;>1945;Flat glass;6.25
ITA;Edu;>1945;Container glass;0
ITA;Edu;>1945;Other;0
ITA;Edu;1945-1969;Flat glass;6.25
ITA;Edu;1945-1969;Container glass;0
ITA;Edu;1945-1969;Other;0
ITA;Edu;1970-1989;Flat glass;6.25
ITA;Edu;1970-1989;Container glass;0
ITA;Edu;1970-1989;Other;0
ITA;Edu;1990-2010;Flat glass;6.25
ITA;Edu;1990-2010;Container glass;0
ITA;Edu;1990-2010;Other;0
ITA;Edu;2011-2020;Flat glass;25
ITA;Edu;2011-2020;Container glass;0
ITA;Edu;2011-2020;Other;0
ITA;Edu;2021-2030;Flat glass;25
ITA;Edu;2021-2030;Container glass;0
ITA;Edu;2021-2030;Other;0
ITA;Edu;2031-2040;Flat glass;25
ITA;Edu;2031-2040;Container glass;0
ITA;Edu;2031-2040;Other;0
ITA;Edu;2040<;Flat glass;25
ITA;Edu;2040<;Container glass;0
ITA;Edu;2040<;Other;0
ITA;Hea;>1945;Flat glass;4.9
ITA;Hea;>1945;Container glass;0
ITA;Hea;>1945;Other;0
ITA;Hea;1945-1969;Flat glass;4.9
ITA;Hea;1945-1969;Container glass;0
ITA;Hea;1945-1969;Other;0
ITA;Hea;1970-1989;Flat glass;4.9
ITA;Hea;1970-1989;Container glass;0
ITA;Hea;1970-1989;Other;0
ITA;Hea;1990-2010;Flat glass;4.9
ITA;Hea;1990-2010;Container glass;0
ITA;Hea;1990-2010;Other;0
ITA;Hea;2011-2020;Flat glass;19.6
ITA;Hea;2011-2020;Container glass;0
ITA;Hea;2011-2020;Other;0
ITA;Hea;2021-2030;Flat glass;19.6
ITA;Hea;2021-2030;Container glass;0
ITA;Hea;2021-2030;Other;0
ITA;Hea;2031-2040;Flat glass;19.6
ITA;Hea;2031-2040;Container glass;0
ITA;Hea;2031-2040;Other;0
ITA;Hea;2040<;Flat glass;19.6
ITA;Hea;2040<;Container glass;0
ITA;Hea;2040<;Other;0
ITA;Oth;>1945;Flat glass;14.5
ITA;Oth;>1945;Container glass;0
ITA;Oth;>1945;Other;0
ITA;Oth;1945-1969;Flat glass;14.5
ITA;Oth;1945-1969;Container glass;0
ITA;Oth;1945-1969;Other;0
ITA;Oth;1970-1989;Flat glass;14.5
ITA;Oth;1970-1989;Container glass;0
ITA;Oth;1970-1989;Other;0
ITA;Oth;1990-2010;Flat glass;14.5
ITA;Oth;1990-2010;Container glass;0
ITA;Oth;1990-2010;Other;0
ITA;Oth;2011-2020;Flat glass;58
ITA;Oth;2011-2020;Container glass;0
ITA;Oth;2011-2020;Other;0
ITA;Oth;2021-2030;Flat glass;58
ITA;Oth;2021-2030;Container glass;0
ITA;Oth;2021-2030;Other;0
ITA;Oth;2031-2040;Flat glass;58
ITA;Oth;2031-2040;Container glass;0
ITA;Oth;2031-2040;Other;0
ITA;Oth;2040<;Flat glass;58
ITA;Oth;2040<;Container glass;0
ITA;Oth;2040<;Other;0
LTU;SFH;>1945;Flat glass;2.333333333
LTU;SFH;>1945;Container glass;0
LTU;SFH;>1945;Other;0
LTU;SFH;1945-1969;Flat glass;1
LTU;SFH;1945-1969;Container glass;0
LTU;SFH;1945-1969;Other;0
LTU;SFH;1970-1989;Flat glass;2.5
LTU;SFH;1970-1989;Container glass;0
LTU;SFH;1970-1989;Other;0
LTU;SFH;1990-2010;Flat glass;2
LTU;SFH;1990-2010;Container glass;0
LTU;SFH;1990-2010;Other;0
LTU;SFH;2011-2020;Flat glass;8
LTU;SFH;2011-2020;Container glass;0
LTU;SFH;2011-2020;Other;0
LTU;SFH;2021-2030;Flat glass;8
LTU;SFH;2021-2030;Container glass;0
LTU;SFH;2021-2030;Other;0
LTU;SFH;2031-2040;Flat glass;8
LTU;SFH;2031-2040;Container glass;0
LTU;SFH;2031-2040;Other;0
LTU;SFH;2040<;Flat glass;8
LTU;SFH;2040<;Container glass;0
LTU;SFH;2040<;Other;0
LTU;MFH;>1945;Flat glass;3.727272727
LTU;MFH;>1945;Container glass;0
LTU;MFH;>1945;Other;0
LTU;MFH;1945-1969;Flat glass;2.8
LTU;MFH;1945-1969;Container glass;0
LTU;MFH;1945-1969;Other;0
LTU;MFH;1970-1989;Flat glass;3.8
LTU;MFH;1970-1989;Container glass;0
LTU;MFH;1970-1989;Other;0
LTU;MFH;1990-2010;Flat glass;3.5
LTU;MFH;1990-2010;Container glass;0
LTU;MFH;1990-2010;Other;0
LTU;MFH;2011-2020;Flat glass;14
LTU;MFH;2011-2020;Container glass;0
LTU;MFH;2011-2020;Other;0
LTU;MFH;2021-2030;Flat glass;14
LTU;MFH;2021-2030;Container glass;0
LTU;MFH;2021-2030;Other;0
LTU;MFH;2031-2040;Flat glass;14
LTU;MFH;2031-2040;Container glass;0
LTU;MFH;2031-2040;Other;0
LTU;MFH;2040<;Flat glass;14
LTU;MFH;2040<;Container glass;0
LTU;MFH;2040<;Other;0
LTU;Ret;>1945;Flat glass;5.866666667
LTU;Ret;>1945;Container glass;0
LTU;Ret;>1945;Other;0
LTU;Ret;1945-1969;Flat glass;5.866666667
LTU;Ret;1945-1969;Container glass;0
LTU;Ret;1945-1969;Other;0
LTU;Ret;1970-1989;Flat glass;5.866666667
LTU;Ret;1970-1989;Container glass;0
LTU;Ret;1970-1989;Other;0
LTU;Ret;1990-2010;Flat glass;5.866666667
LTU;Ret;1990-2010;Container glass;0
LTU;Ret;1990-2010;Other;0
LTU;Ret;2011-2020;Flat glass;23.46666667
LTU;Ret;2011-2020;Container glass;0
LTU;Ret;2011-2020;Other;0
LTU;Ret;2021-2030;Flat glass;23.46666667
LTU;Ret;2021-2030;Container glass;0
LTU;Ret;2021-2030;Other;0
LTU;Ret;2031-2040;Flat glass;23.46666667
LTU;Ret;2031-2040;Container glass;0
LTU;Ret;2031-2040;Other;0
LTU;Ret;2040<;Flat glass;23.46666667
LTU;Ret;2040<;Container glass;0
LTU;Ret;2040<;Other;0
LTU;Off;>1945;Flat glass;6.44
LTU;Off;>1945;Container glass;0
LTU;Off;>1945;Other;0
LTU;Off;1945-1969;Flat glass;6.44
LTU;Off;1945-1969;Container glass;0
LTU;Off;1945-1969;Other;0
LTU;Off;1970-1989;Flat glass;6.44
LTU;Off;1970-1989;Container glass;0
LTU;Off;1970-1989;Other;0
LTU;Off;1990-2010;Flat glass;6.44
LTU;Off;1990-2010;Container glass;0
LTU;Off;1990-2010;Other;0
LTU;Off;2011-2020;Flat glass;25.76
LTU;Off;2011-2020;Container glass;0
LTU;Off;2011-2020;Other;0
LTU;Off;2021-2030;Flat glass;25.76
LTU;Off;2021-2030;Container glass;0
LTU;Off;2021-2030;Other;0
LTU;Off;2031-2040;Flat glass;25.76
LTU;Off;2031-2040;Container glass;0
LTU;Off;2031-2040;Other;0
LTU;Off;2040<;Flat glass;25.76
LTU;Off;2040<;Container glass;0
LTU;Off;2040<;Other;0
LTU;Hot;>1945;Flat glass;3.9
LTU;Hot;>1945;Container glass;0
LTU;Hot;>1945;Other;0
LTU;Hot;1945-1969;Flat glass;3.9
LTU;Hot;1945-1969;Container glass;0
LTU;Hot;1945-1969;Other;0
LTU;Hot;1970-1989;Flat glass;3.9
LTU;Hot;1970-1989;Container glass;0
LTU;Hot;1970-1989;Other;0
LTU;Hot;1990-2010;Flat glass;3.9
LTU;Hot;1990-2010;Container glass;0
LTU;Hot;1990-2010;Other;0
LTU;Hot;2011-2020;Flat glass;15.6
LTU;Hot;2011-2020;Container glass;0
