Region,Vehicle size,Time,Value
BGR,minivan_SUV,2016,0.24419776
BGR,minivan_SUV,2017,0.24838208
BGR,minivan_SUV,2018,0.25253952
BGR,minivan_SUV,2019,0.25665664
BGR,minivan_SUV,2020,0.26072
BGR,minivan_SUV,2021,0.26471616
BGR,minivan_SUV,2022,0.26863168
BGR,minivan_SUV,2023,0.27245312
BGR,minivan_SUV,2024,0.27616704
BGR,minivan_SUV,2025,0.27976
BGR,minivan_SUV,2026,0.28321856
BGR,minivan_SUV,2027,0.28652928
BGR,minivan_SUV,2028,0.2569881294128357
BGR,minivan_SUV,2029,0.22779726914883938
BGR,minivan_SUV,2030,0.1993069895311789
BGR,minivan_SUV,2031,0.17186758088302231
BGR,minivan_SUV,2032,0.14582933352753757
BGR,minivan_SUV,2033,0.12154253778789258
BGR,minivan_SUV,2034,0.09935748398725534
BGR,minivan_SUV,2035,0.07962446244879381
BGR,minivan_SUV,2036,0.06269376349567593
BGR,minivan_SUV,2037,0.048915677451069645
BGR,minivan_SUV,2038,0.038640494638142925
BGR,minivan_SUV,2039,0.03221850538006372
BGR,minivan_SUV,2040,0.03
BGR,minivan_SUV,2041,0.03
BGR,minivan_SUV,2042,0.03
BGR,minivan_SUV,2043,0.03
BGR,minivan_SUV,2044,0.03
BGR,minivan_SUV,2045,0.03
BGR,minivan_SUV,2046,0.03
BGR,minivan_SUV,2047,0.03
BGR,minivan_SUV,2048,0.03
BGR,minivan_SUV,2049,0.03
BGR,minivan_SUV,2050,0.03
BGR,passenger car,2012,0.54
BGR,passenger car,2013,0.54
BGR,passenger car,2014,0.54
BGR,passenger car,2015,0.54
BGR,passenger car,2016,0.5429984
BGR,passenger car,2017,0.5459872
BGR,passenger car,2018,0.5489568000000002
BGR,passenger car,2019,0.5518976
BGR,passenger car,2020,0.5548
BGR,passenger car,2021,0.5576544
BGR,passenger car,2022,0.5604511999999999
BGR,passenger car,2023,0.5631808
BGR,passenger car,2024,0.5658335999999999
BGR,passenger car,2025,0.5684
BGR,passenger car,2026,0.5708704
BGR,passenger car,2027,0.5732352
BGR,passenger car,2028,0.5935909097860719
BGR,passenger car,2029,0.6137052475193446
BGR,passenger car,2030,0.6333368411470185
BGR,passenger car,2031,0.652244318616295
BGR,passenger car,2032,0.6701863078743742
BGR,passenger car,2033,0.6869214368684569
BGR,passenger car,2034,0.7022083335457441
BGR,passenger car,2035,0.7158056258534365
BGR,passenger car,2036,0.7274719417387348
BGR,passenger car,2037,0.7369659091488392
BGR,passenger car,2038,0.7440461560309514
BGR,passenger car,2039,0.7484713103322712
BGR,passenger car,2040,0.75
BGR,passenger car,2041,0.75
BGR,passenger car,2042,0.75
BGR,passenger car,2043,0.75
BGR,passenger car,2044,0.75
BGR,passenger car,2045,0.75
BGR,passenger car,2046,0.75
BGR,passenger car,2047,0.75
BGR,passenger car,2048,0.75
BGR,passenger car,2049,0.75
BGR,passenger car,2050,0.75
CYP,light truck,2012,0.1428576510216006
CYP,light truck,2013,0.1428576510216006
CYP,light truck,2014,0.1428576510216006
CYP,light truck,2015,0.1428576510216006
CYP,light truck,2016,0.1354901234051373
CYP,light truck,2017,0.1281461844576701
CYP,light truck,2018,0.1208494228481952
CYP,light truck,2019,0.1136234272457087
CYP,light truck,2020,0.1064917863192069
CYP,light truck,2021,0.09947808873768572
CYP,light truck,2022,0.09260592317014146
CYP,light truck,2023,0.0858988782855702
CYP,light truck,2024,0.0793805427529682
CYP,light truck,2025,0.0730745052413315
CYP,light truck,2026,0.0670043544196562
CYP,light truck,2027,0.0611936789569386
CYP,light truck,2028,0.05644993713804672
CYP,light truck,2029,0.05176244522214566
CYP,light truck,2030,0.047187453112226205
CYP,light truck,2031,0.0427812107112792
CYP,light truck,2032,0.038599967922295454
CYP,light truck,2033,0.034699974648265755
CYP,light truck,2034,0.031137480792180938
CYP,light truck,2035,0.02796873625703182
CYP,light truck,2036,0.0252499909458092
CYP,light truck,2037,0.023037494761503893
CYP,light truck,2038,0.021387497607106724
CYP,light truck,2039,0.020356249385608483
CYP,light truck,2040,0.02
CYP,light truck,2041,0.02
CYP,light truck,2042,0.02
CYP,light truck,2043,0.02
CYP,light truck,2044,0.02
CYP,light truck,2045,0.02
CYP,light truck,2046,0.02
CYP,light truck,2047,0.02
CYP,light truck,2048,0.02
CYP,light truck,2049,0.02
CYP,light truck,2050,0.02
CYP,microcar,2012,0.07714234897839932
CYP,microcar,2013,0.07714234897839932
